transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description
943,1953,2944,6910.26,2023-06-11 09:40:00,0,Amex,San Francisco,Gas Station,42,Purchase at Merchant-2944
944,1113,2277,2961.99,2023-08-05 11:42:00,0,Visa,Boston,Gas Station,72,Purchase at Merchant-2277
945,1237,2565,8389.83,2023-06-22 23:06:00,0,Discover,New York,Restaurant,68,Purchase at Merchant-2565
946,1757,2240,472.05,2023-09-09 11:13:00,0,MasterCard,Boston,Gas Station,60,Purchase at Merchant-2240
947,1056,2306,4840.12,2023-11-06 22:02:00,0,Visa,Chicago,Pharmacy,21,Purchase at Merchant-2306
948,1302,2775,6106.69,2023-07-18 11:03:00,0,Discover,New York,Gas Station,63,Purchase at Merchant-2775
949,1769,2435,4372.89,2023-03-25 10:09:00,0,Amex,Chicago,Pharmacy,64,Purchase at Merchant-2435
950,1673,2215,1435.32,2023-11-20 13:11:00,0,Discover,Boston,Online Shopping,24,Purchase at Merchant-2215
951,1321,2126,7168.87,2023-02-25 04:43:00,0,MasterCard,New York,Restaurant,36,Purchase at Merchant-2126
952,1911,2774,1350.99,2023-07-22 18:39:00,0,Discover,Boston,Gas Station,32,Purchase at Merchant-2774
953,1113,2610,7010.12,2023-05-11 16:07:00,0,Discover,Chicago,Pharmacy,66,Purchase at Merchant-2610
954,1252,2857,3663.73,2023-12-29 09:20:00,0,Discover,Boston,Gas Station,20,Purchase at Merchant-2857
955,1684,2093,9533.86,2023-11-21 11:43:00,0,Discover,San Francisco,Online Shopping,42,Purchase at Merchant-2093
956,1945,2463,4528.28,2023-07-13 07:18:00,0,Visa,San Francisco,Grocery Store,51,Purchase at Merchant-2463
957,1039,2986,4485.3,2023-03-05 14:00:00,0,Visa,New York,Restaurant,53,Purchase at Merchant-2986
958,1645,2854,645.95,2023-04-25 21:58:00,0,Discover,Los Angeles,Grocery Store,65,Purchase at Merchant-2854
959,1817,2372,3294.2,2023-03-10 05:34:00,0,Visa,New York,Grocery Store,43,Purchase at Merchant-2372
960,1800,2282,8044.1,2023-06-25 22:58:00,0,MasterCard,Los Angeles,Restaurant,45,Purchase at Merchant-2282
961,1774,2723,112.21,2023-10-05 16:02:00,0,Discover,New York,Online Shopping,28,Purchase at Merchant-2723
962,1843,2771,536.51,2023-10-01 08:35:00,0,Visa,New York,Gas Station,36,Purchase at Merchant-2771
963,1565,2970,2383.95,2023-08-30 06:15:00,0,Visa,Chicago,Restaurant,67,Purchase at Merchant-2970
964,1787,2856,3283.89,2023-09-19 17:44:00,0,Visa,New York,Restaurant,43,Purchase at Merchant-2856
965,1938,2117,2084.52,2023-08-18 02:04:00,0,Amex,Chicago,Online Shopping,73,Purchase at Merchant-2117
966,1760,2871,2249.32,2023-01-04 05:15:00,0,Amex,Boston,Pharmacy,27,Purchase at Merchant-2871
967,1022,2327,4015.83,2023-04-01 17:52:00,0,Amex,Boston,Restaurant,51,Purchase at Merchant-2327
968,1804,2644,5990.84,2023-03-29 07:21:00,0,Visa,New York,Gas Station,26,Purchase at Merchant-2644
969,1503,2418,129.55,2023-09-18 12:16:00,1,Visa,New York,Online Shopping,18,Purchase at Merchant-2418
970,1464,2328,378.37,2023-09-12 23:02:00,0,Visa,Los Angeles,Grocery Store,25,Purchase at Merchant-2328
971,1030,2071,1527.07,2023-11-21 12:03:00,0,MasterCard,New York,Online Shopping,48,Purchase at Merchant-2071
972,1881,2862,6041.7,2023-11-15 13:28:00,0,MasterCard,San Francisco,Online Shopping,58,Purchase at Merchant-2862
973,1538,2435,4538.19,2023-04-03 08:09:00,0,Visa,Los Angeles,Grocery Store,23,Purchase at Merchant-2435
974,1233,2702,9115.58,2023-02-06 19:54:00,0,Discover,Los Angeles,Restaurant,71,Purchase at Merchant-2702
975,1188,2802,7021.88,2023-03-08 21:27:00,0,MasterCard,New York,Restaurant,67,Purchase at Merchant-2802
976,1784,2332,8241.6,2023-02-28 06:52:00,0,Amex,Boston,Online Shopping,36,Purchase at Merchant-2332
977,1656,2521,9571.98,2023-11-28 19:07:00,0,Visa,San Francisco,Restaurant,56,Purchase at Merchant-2521
978,1403,2057,3051.11,2023-12-02 01:03:00,0,Discover,San Francisco,Pharmacy,49,Purchase at Merchant-2057
979,1878,2648,1728.78,2023-10-31 15:11:00,0,Visa,Chicago,Restaurant,36,Purchase at Merchant-2648
980,1985,2820,2880.97,2023-05-11 13:53:00,0,Amex,Chicago,Pharmacy,19,Purchase at Merchant-2820
981,1745,2259,9847.16,2023-12-02 07:44:00,0,Amex,San Francisco,Gas Station,39,Purchase at Merchant-2259
982,1471,2941,4993.25,2023-06-18 22:35:00,0,MasterCard,Los Angeles,Pharmacy,19,Purchase at Merchant-2941
983,1681,2073,7515.14,2023-03-30 21:03:00,0,Visa,Los Angeles,Restaurant,64,Purchase at Merchant-2073
984,1378,2509,5466.15,2023-08-17 14:55:00,0,Discover,New York,Online Shopping,50,Purchase at Merchant-2509
985,1152,2364,5842.55,2023-03-22 10:28:00,0,Amex,New York,Online Shopping,73,Purchase at Merchant-2364
986,1683,2608,4603.67,2023-02-01 08:08:00,0,Visa,Los Angeles,Pharmacy,66,Purchase at Merchant-2608
987,1279,2023,5761.63,2023-06-11 14:39:00,0,Visa,New York,Gas Station,23,Purchase at Merchant-2023
988,1696,2539,49.66,2023-01-10 21:32:00,0,MasterCard,Los Angeles,Online Shopping,42,Purchase at Merchant-2539
989,1246,2613,9934.85,2023-10-01 01:59:00,0,Visa,Los Angeles,Restaurant,38,Purchase at Merchant-2613
990,1339,2461,3599.42,2023-09-29 03:58:00,0,Amex,Chicago,Gas Station,57,Purchase at Merchant-2461
991,1256,2394,8596.76,2023-07-27 09:43:00,0,Discover,Los Angeles,Online Shopping,65,Purchase at Merchant-2394
992,1269,2775,4797.67,2023-09-17 04:47:00,0,Amex,New York,Pharmacy,75,Purchase at Merchant-2775
993,1493,2689,6578.89,2023-06-04 17:37:00,0,Amex,Boston,Grocery Store,62,Purchase at Merchant-2689
994,1381,2566,2374.5,2023-09-28 00:34:00,0,Visa,New York,Gas Station,39,Purchase at Merchant-2566
995,1524,2867,7495.89,2023-12-16 14:07:00,0,Visa,San Francisco,Gas Station,27,Purchase at Merchant-2867
996,1823,2439,2946.16,2023-10-10 15:56:00,0,Discover,Boston,Pharmacy,54,Purchase at Merchant-2439
997,1077,2207,424.77,2023-08-19 04:57:00,0,Discover,Chicago,Pharmacy,40,Purchase at Merchant-2207
998,1725,2451,2378.6,2023-11-14 03:20:00,0,Discover,Boston,Restaurant,67,Purchase at Merchant-2451
999,1818,2539,2844.82,2023-07-17 14:52:00,0,Visa,Los Angeles,Online Shopping,58,Purchase at Merchant-2539
1000,1658,2714,1921.87,2023-07-18 21:38:00,0,Discover,New York,Restaurant,25,Purchase at Merchant-2714
